Datetime,Open,High,Low,Close,Adj Close,Volume
2023-12-26 08:44:00+00:00,276.83770751953125,276.83770751953125,276.83770751953125,276.83770751953125,276.83770751953125,0
2023-12-26 08:45:00+00:00,276.7854309082031,276.7854309082031,276.7854309082031,276.7854309082031,276.7854309082031,1648960
2023-12-26 08:46:00+00:00,276.49176025390625,276.49176025390625,276.49176025390625,276.49176025390625,276.49176025390625,0
2023-12-26 08:47:00+00:00,276.4917907714844,276.4917907714844,276.4917907714844,276.4917907714844,276.4917907714844,1650944
2023-12-26 08:48:00+00:00,276.4916381835937,276.4916381835937,276.4916381835937,276.4916381835937,276.4916381835937,306368
2023-12-26 08:49:00+00:00,276.3202514648437,276.3202514648437,276.3202514648437,276.3202514648437,276.3202514648437,178112
2023-12-26 08:50:00+00:00,276.312744140625,276.312744140625,276.312744140625,276.312744140625,276.312744140625,1017728
2023-12-26 08:51:00+00:00,276.42803955078125,276.42803955078125,276.42803955078125,276.42803955078125,276.42803955078125,12992
2023-12-26 08:52:00+00:00,276.9179992675781,276.9179992675781,276.9179992675781,276.9179992675781,276.9179992675781,678528
2023-12-26 08:54:00+00:00,277.0187072753906,277.0187072753906,277.0187072753906,277.0187072753906,277.0187072753906,2720576
2023-12-26 08:55:00+00:00,277.0916442871094,277.0916442871094,277.0916442871094,277.0916442871094,277.0916442871094,432512
2023-12-26 08:56:00+00:00,277.3038330078125,277.3038330078125,277.3038330078125,277.3038330078125,277.3038330078125,1072384
2023-12-26 08:57:00+00:00,277.30584716796875,277.30584716796875,277.30584716796875,277.30584716796875,277.30584716796875,1619520
2023-12-26 08:58:00+00:00,277.5932006835937,277.5932006835937,277.5932006835937,277.5932006835937,277.5932006835937,759552
2023-12-26 08:59:00+00:00,277.6256103515625,277.6256103515625,277.6256103515625,277.6256103515625,277.6256103515625,1067776
2023-12-26 09:01:00+00:00,277.68511962890625,277.68511962890625,277.68511962890625,277.68511962890625,277.68511962890625,1394432
2023-12-26 09:02:00+00:00,277.53033447265625,277.53033447265625,277.53033447265625,277.53033447265625,277.53033447265625,590208
2023-12-26 09:03:00+00:00,277.67437744140625,277.67437744140625,277.67437744140625,277.67437744140625,277.67437744140625,729856
2023-12-26 09:04:00+00:00,277.6448974609375,277.6448974609375,277.6448974609375,277.6448974609375,277.6448974609375,528832
2023-12-26 09:06:00+00:00,277.5613708496094,277.5613708496094,277.5613708496094,277.5613708496094,277.5613708496094,1169536
2023-12-26 09:07:00+00:00,277.57037353515625,277.57037353515625,277.57037353515625,277.57037353515625,277.57037353515625,208512
2023-12-26 09:08:00+00:00,277.5945739746094,277.5945739746094,277.5945739746094,277.5945739746094,277.5945739746094,1082496
2023-12-26 09:09:00+00:00,277.4913024902344,277.4913024902344,277.4913024902344,277.4913024902344,277.4913024902344,372800
2023-12-26 09:10:00+00:00,277.2117004394531,277.2117004394531,277.2117004394531,277.2117004394531,277.2117004394531,189888
2023-12-26 09:11:00+00:00,277.04010009765625,277.04010009765625,277.04010009765625,277.04010009765625,277.04010009765625,572160
2023-12-26 09:12:00+00:00,277.0086975097656,277.0086975097656,277.0086975097656,277.0086975097656,277.0086975097656,0
2023-12-26 09:13:00+00:00,276.6558837890625,276.6558837890625,276.6558837890625,276.6558837890625,276.6558837890625,168512
2023-12-26 09:14:00+00:00,276.635009765625,276.635009765625,276.635009765625,276.635009765625,276.635009765625,501312
2023-12-26 09:15:00+00:00,276.6231384277344,276.6231384277344,276.6231384277344,276.6231384277344,276.6231384277344,0
2023-12-26 09:16:00+00:00,276.5327453613281,276.5327453613281,276.5327453613281,276.5327453613281,276.5327453613281,229760
2023-12-26 09:18:00+00:00,276.5727844238281,276.5727844238281,276.5727844238281,276.5727844238281,276.5727844238281,1142656
2023-12-26 09:19:00+00:00,276.6340637207031,276.6340637207031,276.6340637207031,276.6340637207031,276.6340637207031,187840
2023-12-26 09:20:00+00:00,276.6132202148437,276.6132202148437,276.6132202148437,276.6132202148437,276.6132202148437,322048
2023-12-26 09:21:00+00:00,276.4729309082031,276.4729309082031,276.4729309082031,276.4729309082031,276.4729309082031,128896
2023-12-26 09:22:00+00:00,276.34197998046875,276.34197998046875,276.34197998046875,276.34197998046875,276.34197998046875,344192
2023-12-26 09:23:00+00:00,276.2715759277344,276.2715759277344,276.2715759277344,276.2715759277344,276.2715759277344,644288
2023-12-26 09:24:00+00:00,276.2854309082031,276.2854309082031,276.2854309082031,276.2854309082031,276.2854309082031,0
2023-12-26 09:25:00+00:00,276.2554931640625,276.2554931640625,276.2554931640625,276.2554931640625,276.2554931640625,133312
2023-12-26 09:26:00+00:00,276.2640991210937,276.2640991210937,276.2640991210937,276.2640991210937,276.2640991210937,958080
2023-12-26 09:28:00+00:00,276.2298583984375,276.2298583984375,276.2298583984375,276.2298583984375,276.2298583984375,1252160
2023-12-26 09:30:00+00:00,276.5140380859375,276.5140380859375,276.5140380859375,276.5140380859375,276.5140380859375,1611008
2023-12-26 09:31:00+00:00,276.65240478515625,276.65240478515625,276.65240478515625,276.65240478515625,276.65240478515625,1917760
2023-12-26 09:32:00+00:00,276.5918273925781,276.5918273925781,276.5918273925781,276.5918273925781,276.5918273925781,400576
2023-12-26 09:33:00+00:00,276.5678405761719,276.5678405761719,276.5678405761719,276.5678405761719,276.5678405761719,598144
2023-12-26 09:34:00+00:00,276.0713806152344,276.0713806152344,276.0713806152344,276.0713806152344,276.0713806152344,0
